id,PosNeg,Class
1441867342787470000,Pos,Constraints
1441673187394120000,Pos,Responsibility
1441670291524970000,Neg,Calculation
1441659504278450000,Neg,Constraints
1441652502898760000,Neg,Constraints
1441635284572010000,Pos,Constraints
1441626612160620000,Pos,Confidence
1441614096923690000,Neg,Constraints
1441562499107610000,Pos,Confidence
1441554334865500000,Neg,Constraints
1441543192545930000,Pos,Responsibility
1441358419043110000,Pos,Constraints
1441355427631880000,Neg,Confidence
1441318261103020000,Pos,Confidence
1441314620757600000,Neg,Constraints
1441308590296350000,Pos,Constraints
1441307449953160000,Pos,Confidence
1441287249396630000,Pos,Responsibility
1441269801381280000,Pos,Constraints
1441221600326530000,Pos,Confidence
1441214143621590000,Neg,Confidence
1441207885896170000,Pos,Constraints
1441142302856990000,Neg,Constraints
1441119230217180000,Neg,Confidence
1441027883426740000,Neg,Calculation
1441020927139970000,Pos,Confidence
1441009378992140000,Pos,Confidence
1440982079303410000,Neg,Constraints
1440972228967870000,Pos,Confidence
1440961219343500000,Neg,Confidence
1440930046030400000,Neg,Constraints
1440918529524460000,Neg,Constraints
1440914591106480000,Neg,Constraints
1440906316734620000,Pos,Calculation
1440897784589080000,Pos,Confidence
1440893498375370000,Pos,Constraints
1440890298012360000,Pos,Constraints
1440888031431430000,Pos,Confidence
1440883831871970000,Neg,Confidence
1440873202939350000,Neg,Confidence
1440846295707510000,Pos,Calculation
1440842784869470000,Pos,Calculation
1440839685060710000,Pos,Confidence
1440826898683100000,Pos,Calculation
1440824168426070000,Neg,Constraints
1440819297090100000,Pos,Responsibility
1440813517200760000,Pos,Confidence
1440808870155150000,Neg,Constraints
1440805453726830000,Pos,Confidence
1440791045827030000,Neg,Constraints
1440788924792650000,Pos,Constraints
1440783801014050000,Pos,Constraints
1440773858361960000,Pos,Constraints
1440759231272000000,Neg,Calculation
1440658496219860000,Pos,Constraints
1440633206223500000,Pos,Calculation
1440623678677400000,Pos,Confidence
1440599950639840000,Neg,Confidence
1440594150227730000,Neg,Confidence
1440558846812900000,Neg,Calculation
1440542966116850000,Neg,Confidence
1440541009964770000,Neg,Constraints
1440521549916740000,Neg,Confidence
1440515129934690000,Pos,Responsibility
1440512174384840000,Pos,Constraints
1440504063271990000,Pos,Confidence
1440498853749290000,Pos,Constraints
1440474681413290000,Pos,Confidence
1440468220331260000,Pos,Constraints
1440461905668170000,Pos,Confidence
1440456261523290000,Neg,Constraints
1440442171602070000,Pos,Constraints
1440437495934500000,Pos,Calculation
1440426966532830000,Pos,Constraints
1440407958265870000,Neg,Confidence
1440307751536640000,Neg,Constraints
1440282139618990000,Neg,Confidence
1440276376821530000,Pos,Confidence
1440274147293100000,Pos,Calculation
1440265254504580000,Pos,Confidence
1440261901976360000,Pos,Confidence
1440250963709670000,Neg,Calculation
1440247413852100000,Neg,Constraints
1440245197372140000,Neg,Calculation
1440234425619410000,Pos,Responsibility
1440231064752910000,Neg,Constraints
1440227045607310000,Pos,Constraints
1440220355906260000,Pos,Calculation
1440218078264970000,Pos,Confidence
1440213585829840000,Neg,Calculation
1440208010291270000,Neg,Confidence
1440203601440160000,Pos,Responsibility
1440199542964510000,Pos,Constraints
1440197366787620000,Pos,Confidence
1440177838674480000,Pos,Constraints
1440175266962160000,Pos,Responsibility
1440169616613930000,Pos,Confidence
1440159152181960000,Pos,Responsibility
1440147780073260000,Pos,Responsibility
1440144739676810000,Neg,Confidence
1440136016753410000,Pos,Constraints
1440128467329180000,Neg,Complacency
1440121993798420000,Pos,Confidence
1440112887062610000,Pos,Confidence
1440109352585590000,Pos,Constraints
1440108765840220000,Neg,Confidence
1440096992349140000,Neg,Confidence
1440049441738600000,Neg,Confidence
1439987188251300000,Pos,Confidence
1439964724548880000,Pos,Confidence
1439938081788800000,Neg,Constraints
1439930964243660000,Pos,Constraints
1439923062057570000,Pos,Confidence
1439920266952380000,Pos,Responsibility
1439907752256550000,Pos,Confidence
1439903317488920000,Neg,Constraints
1439899002695080000,Neg,Confidence
1439894718620440000,Pos,Confidence
1439889092074900000,Pos,Responsibility
1439885087797950000,Pos,Confidence
1439882766414310000,Neg,Confidence
1439875073947490000,Pos,Confidence
1439862506806150000,Pos,Confidence
1439854570490900000,Neg,Complacency
1439852279817910000,Neg,Constraints
1439846616857410000,Pos,Confidence
1439836846142350000,Neg,Constraints
1439831763757320000,Pos,Calculation
1439828122694680000,Neg,Constraints
1439824784984990000,Neg,Confidence
1439806114019760000,Pos,Complacency
1439798937649430000,Neg,Confidence
1439781222792640000,Pos,Confidence
1439758379212150000,Pos,Calculation
1439745875702530000,Pos,Confidence
1439706660126160000,Pos,Constraints
1439646604135300000,Pos,Confidence
1439611670595130000,Neg,Calculation
1439584463529310000,Pos,Confidence
1439544307535400000,Pos,Constraints
1439535100908080000,Pos,Constraints
1439534044639750000,Pos,Confidence
1439529703778360000,Neg,Complacency
1439496380309860000,Neg,Confidence
1439476005291180000,Pos,Responsibility
1439435910794200000,Pos,Confidence
1439432702806000000,Pos,Confidence
1439429490325610000,Pos,Constraints
1439428242197250000,Pos,Confidence
1439395678472390000,Neg,Calculation
1439387757911030000,Pos,Confidence
1439368525278150000,Pos,Confidence
1439364537552030000,Pos,Responsibility
1439358393244780000,Pos,Confidence
1439217099230960000,Pos,Responsibility
1439192152370660000,Neg,Confidence
1439157603615920000,Pos,Calculation
1439143963819050000,Neg,Calculation
1439139162775380000,Pos,Confidence
1439135332407020000,Pos,Calculation
1439116189863530000,Pos,Responsibility
1439113747436420000,Pos,Confidence
1439094582227060000,Pos,Confidence
1439084513565430000,Pos,Confidence
1439050370374720000,Pos,Constraints
1439031222676500000,Neg,Confidence
1439006235106310000,Neg,Constraints
1438804052599440000,Pos,Confidence
1438784732263710000,Pos,Confidence
1438758420157400000,Pos,Calculation
1438724288220000000,Neg,Calculation
1438707845076110000,Pos,Responsibility
1438700423079020000,Pos,Responsibility
1438695559372570000,Pos,Calculation
1438686899049160000,Neg,Constraints
1438682595831650000,Neg,Confidence
1438675218285740000,Pos,Calculation
1438655497456860000,Neg,Constraints
1438610759949290000,Pos,Constraints
1438473843782210000,Neg,Confidence
1438447182789500000,Neg,Constraints
1438422240475770000,Pos,Confidence
1438412953678610000,Pos,Responsibility
1438403964387480000,Neg,Constraints
1438393283231630000,Pos,Confidence
1438369697548820000,Pos,Confidence
1438351310504410000,Pos,Complacency
1438339855138760000,Pos,Responsibility
1438334053690700000,Pos,Confidence
1438305264919140000,Pos,Confidence
1438293452903510000,Pos,Confidence
1438271013783880000,Pos,Responsibility
1438251615757020000,Pos,Constraints
1438171187100540000,Pos,Confidence
1438120160502570000,Neg,Confidence
1438108740201370000,Pos,Responsibility
1438099483556930000,Neg,Confidence
1438093550592280000,Pos,Confidence
1438085052919780000,Pos,Responsibility
1438065478178500000,Neg,Constraints
1438037275783270000,Pos,Confidence
1438027157968540000,Pos,Confidence
1437990197426210000,Pos,Confidence
1437948460842450000,Pos,Complacency
1437945647806640000,Pos,Constraints
1437939019870960000,Neg,Constraints
1437921877003880000,Pos,Confidence
1437918714645460000,Pos,Confidence
1437900943001980000,Pos,Responsibility
1437897583037330000,Pos,Constraints
1437891410422750000,Pos,Confidence
1437884523140690000,Pos,Responsibility
1437751016976370000,Pos,Constraints
1437745357652250000,Pos,Confidence
1437731309976040000,Pos,Constraints
1437702046367370000,Pos,Calculation
1437698434815830000,Pos,Confidence
1437694801231500000,Pos,Constraints
1437682674026440000,Pos,Responsibility
1437666817720280000,Neg,Constraints
